,title,isEdited,date,rating,review,userName,developerResponse
489,Very inconsistent,False,2018-06-16 00:50:22,3,"When i first started ordering with this service i had no issues. They gave me exactly what I ordered and everything was fine. But recently doordash has altered several of their menus so it means i cannot re order very simple orders i have before. For example about an hour ago i put out an order for Mcdonalds and ordered some nuggets, a quarter pounder, a single cheeseburger, and two large fries. I got the nuggets, quarter pounder, and the cheeseburger. The former two had no issues but the cheeseburger wasn’t done enough but thats on the store itself not door dash. However, with the two large fries lies the issue. I only got one fry...and it was small. Door dash changes their menus to make it so you cant order specifically one thing you have to one other thing in order to order that specific item. So i added the first fries to the nuggets and again with the quarter pounder. Not only did it not give me the correct number of my item it flat out got them wrong. And its not only for McDonald’s, they switch up their menus and make it extremely inconvenient. So bottom line you’ll get your food, but it might not always be right",GBalf,
490,Don’t Do It!,False,2022-04-24 19:58:00,1,"Dashers themselves are great and I’ve never had an issue with the dashers. DOOR DASH is the problem. Consistently get promos that I can’t use. I had one order several months ago that arrived with missing and incorrect items. I reached out an rightfully received credit for the missing items. Then a couple of weeks ago, the another restaurant cancelled an order because they were out of sandwich meat. DD took the money though and was “glad to put a credit on my account.” Credit for a service not received, money taken from me anyway for an order I didn’t cancel. So today I chatted in due to the “we miss you-come back” emails that never work. I was told I’ve exceeded my credit limit due to those 2 orders listed above…but they’re happy to give me $8 off. The email is for 50% and I provided screenshots. Third time these promos didn’t work. DD is a SCAM and not worth what you pay. Even with a Dash Pass, they’ll get their money somehow. If you don’t believe me, make an order without a Dash Pass then make an order with. For $10 a month, they’re making a bigger profit. The good reviews will only outweigh the bad for so long and eventually, folks will catch on to the tactics used by Door Dash.",Mom-a4,
491,Last 2 orders,False,2021-04-11 06:32:32,1,"My last two orders where canceled because the delivery driver was in  another location, with my food, during COVID 19, didn’t say in the app that he was picking up two orders, no picked up my food from Denny’s after waiting 20mins, then go to jack in the box with my food, contact support they covered for him until I mentioned COVID 19 precaution, then apologized and issued a refund 7 days later, 

My very last order tonight was for Burger King, waited more than the advertised time of 55mins, and I checked the app it says driver arriving to location when it shows him on the map at Taco Bell, not at Burger King, instead of DoorDash sending a different driver , I asked for my order to be canceled, spoken with DoorDash manager Maria Angelica Mora N, It is intentionally done by DoorDash back staff that is putting in the order, and dispatching the drivers, it’s that person that caused my family to skip the meal we paid for because you don’t follow protocol, Food handlers permit should be required, no gloves, no mask, or it’s not a good idea to ride around with peoples food, when it expresses you are on the way, if you don’t care about that then, Consumers you were warned, Totally unsafe actions taken too frequently and management covers",123 Boss Life,
492,Need to Upgrade for Base Access,False,2021-02-01 01:58:15,1,"As a military spouse, it’s really hard to coordinate base deliveries. After speaking with friends who are Door Dash deliverers, it’s impossible for them to know before accepting the order if it will be an order that requires base delivery. So even though there are preferred drivers who may have base access, the driver can’t see that information (even if it’s in the delivery instructions) until they have already accepted to complete the order. By then, it could be someone who literally can’t complete the order because they don’t have the clearance. I would recommend updating any settings so that drivers can at least see the instructions or notes before accepting and wasting their time trying to complete the order when there is no way for them to do so. This happened to a friend of mine, and she had the delivery for over an hour for virtually no tip, and the person who ordered wouldn’t answer their phone. Could certainly make it easier for active military, and on the drivers. Better efficiency and better effectiveness. Could serve more people, and increase business. Also, workers wouldn’t be paying out of pocket to make these deliveries. Just a thought.",Raerae316,
493,Door dash needs to really do some edits on its policy and procedures.,False,2021-01-04 03:43:08,1,"I have got to stop using door dash. It is too much cost for mediocre service. I have waited nearly an hour multiple times because either A) a dasher wasn’t in my area or B) the dasher picks up several orders and then according to the app just sits there. And it always makes me feel like I shouldn’t have bothered in the first place. I genuinely believe if there isn’t a dasher in the area there should be some sort of system to cancel the order where you get back more than your tip and delivery fee. If at 20 minutes for example there’s still no dasher, someone should contact you and offer to refund those things and change the order to take out. Simply because the restaurant tells you to talk to door dash it’s there problem and door dash will say “ well you have to pay for your food. They made it for you” and you are in a loose loose situation. They should track the drivers only once they’ve accepted an order. Pizza guys have x amount of time to get it to you or they comp you. Same thing should apply here. That way dashers don’t just hang out. And maybe it’s really just MY luck because my husband never has this issue. Idk.",Dtess90,
494,Bank on a 50% chance your order is correct,False,2020-02-15 02:17:07,1,"I’d say 5 out of the last 10 of my orders were incorrect or had missing items. A lot of the missing items were on the receipt from reputable restaurants but mysteriously missing from my order. No one seems to actually check the order at the restaurant. I feel like this should be an obvious thing to do as a dasher. I’ve seen dashers drive 20 minutes in the opposite direction of my house to pick up food for other people. Probably working other apps at the same time. When I first got the app and dashpass, about 6 months ago, I would have given the service 5 stars. I swear I’ve submitted so many complaints in the past month or two they must think I’m gaming their (very partial) refund system. I’ve wasted SO much money and food as I’ve only be refunded about 20% of what I’ve spent on bad orders. The quality of service has declined precipitously. Thanks to my most recent dasher, who inspired this review, who practically threw the 30 minute late, incorrect, cold pizza at me, I’ll be deleting the app. 

They need to add the tipping option for AFTER you get the food. Just like with Uber when you tip AFTER the ride. I feel like this would encourage good service. Tipping them before give them no incentive.",DomRicco,
495,I’m done,False,2021-03-17 18:20:08,5,"Today, I’ve had my last straw with doordash.  The customer service is great however i’ve had repeated problems with my orders. Such as, food missing, dressings missing, ice cream completely melted, dashers not following orders and the list goes on. Only got credit reissued to me five times out of over 100 orders and they will not issue me any more credits. I think this is absolutely ridiculous because I will never complain about an order unless there’s something wrong. It’s a simple as that. If you guys mess up or your daughters mess up that’s not my problem that’s your problem it’s your business and the fact that you make it my problem is ridiculous and that’s why I’m done with you guys. You don’t even pay your Dashers that drive miles and miles and spend there own money on gas to deliver this food. You pay them 2 to 3 dollars for orders over 10 miles away. I tip more than that for goodness sake; this company needs to be shut down it’s sick.",Love-hate sometimes.......,
496,Sigh.,False,2022-08-10 05:10:33,2,"**~~~~ so DoorDash posts fake reviews. They won’t post the truth but if you fake lie good reviews about a restaurant, they will post it. SMH. 

Y’all better watch your accounts. A representative just tried to steal $20 dollars from me. Lucky I was in my account at same time. When I caught it and told her. She put it back instantly. She was Guilty. SMH 🤦‍♂️. *************SMH 🤦‍♂️ this guy named , Willie , drives a black Ford Focus looked like. He threw my food out the window onto the ground in front of my neighbors house. I asked him why he did that and he started calling me out my name. He clearly either can’t read or ignored instructions because they say, leave on steps. Every other person does. He’s probably driving under someone else’s account. What makes him so special. I don’t think I’ll ever never be using DoorDash again. He needs to be fired !!! I have pictures.   😡 ********Can’t ever get anything after 12 am. Unless it’s pickup. There White Castle open. Ugh. And other places. Seems paying the dasher thing monthly is not worth it. I can barely order half the time. When I do tho, it is awesome service! Don’t get me wrong they are awesome. The drivers too.",Thugman95,
497,I have tipped out HUNDREDS on food items never received or acknowledged by driver,False,2022-07-14 15:59:45,2,"I’ve looked into this multiple times via web and after reading about thier previous policy on how to pay the driver and why I should leave an even bigger tip if “I want my food to be hot” as said by the owner of the company several years back…I’m kind of appalled. I have seizures and can’t drive.  But I think I’ll start walking bc honestly reflecting upon how much money I’ve given thier drivers (25% of total bill every single time) and every order is like $50- for…nothing- has me on the verge of tears right now. My husband was right and DoorDash has finally broke me of food delivery services, I do believe. What a shame. And be wary if you have small children, it’s especially difficult and depressing  when thier items do not arrive. An 8 year old doesn’t give a crap about DoorDash credits and then the parents can’t enjoy anything either. I would say after a year and ordering around 3x a week there’s usually an issue that will ruin a family’s meal for 2 of the 3 orders. Especially do not do groceries through them, just trust me on that one.",stephspin3,
498,"I’m done with your bugs, errors, and screw ups when I’m the one who always pays",False,2022-03-21 21:55:50,1,"I’ve encountered numerous bugs on this app that even with a previous years iPhone I end up having to restart the app or my phone to fix technical issues in your app, I’ve had to log out of my account and back in to get restraints available that’re on dash and in my area, but the fact that I know with every fiber of my being that I just ordered food for my family to my home rather than my girlfriends house and it still ordered the food to the wrong address after selecting with absolute certainty I’m done. Being mildly inconvenienced is one thing but being charged for food That was given away to someone at my girlfriends complex, the narrative my DoorDash customer service rep helped theorized mind you, is inexcusable. If I did the right thing and it’s your screw up pay me back my full amount, you eat the tax and tip for an order I don’t even get to enjoy for people I dont know and didn’t order for. I’ve deleted my app, canceled my dash pass, and will be using Uber eats from now on due to the abysmal quality of this platform. You will never have me as a customer again, and to me a man’s word is his bond.",SoRosso,
499,Horrible customer service,False,2021-11-09 20:15:29,2,"Updated 11/9: Regulatory Response fee is disgusting. This company makes so much in profits and now because they can’t take tons of money from small and big businesses they charge the consumer who already pays for a year or monthly fee for their DashPass. Garbage. 

Drivers are able to lie about the mode of transportation. Had one show up on a bike and took over an hour to deliver bagels and coffee from down the street. Delivery person was nasty to me and handled our food poorly with his dirty hands. Reached out to support who was pretty much useless and would only refund my tip even though we had a hot sandwich sitting in a dangerous temp for an hour plus and his bare hands all over the lid of my drink. Customer support said they’d escalate the issue to someone higher up and I was never contacted. Reached out again a week or two later just to have someone tell me the same thing and I still haven’t been contacted even though I’ve reached out and have been told I’d be contacted several times. They clearly just keep you in a loop of waiting hoping you’ll forget about the issue so they won’t have to make it right.",aliciamariej,
500,Dasher dashed with my food!!!,False,2019-04-02 19:40:44,5,"Ordered 70$ worth of chipotle for my friends that are surgeons, and the food never arrived, after finding three dashers and being on customer service for 3.5 hours, I got a 10$ credit. 
Thank you door dash; thank you, I’m enthralled I’ve spent my continued loyalty to be embarrassed like this. No doctor or surgeon should have to go treat a patient with an empty stomach and “hanger.” I appreciate the 10$ commitment that I won’t be spending, and I especially appreciate your commitment to loyal customers. After the amount I’ve spent, and this kind of customer service, I think it’s time I’ve made a switch  to a new delivery app, just being as loyal as your “supervisor” customer service. To be honest I loved door dash, I’ve been inconvenienced a couple of times but nothing to worry about, this was the icing on the cake, or rather the guacamole on the burrito I never received. The dasher is most likely at fault but, I shouldn’t have to take snakes fangs. Won’t be using this again until I feel justified by customer service.",Matt Sgroi,
501,Way too long for delivery!,False,2020-10-15 18:44:28,1,"Now I will admit that I’m new to delivery services for fast food so I don’t know if these are common issues but I’ve grown used to ordering Tropical Smoothie through Grubhub. Now that I order though Tropical Smoothies app, I have to use Door Dash because that’s what they use. Now I live on the same street as Tropical Smoothie, a couple of miles down. It takes literally 15 minutes to drive there. After I ordered they estimated an hour an 5 minutes which I already thought was too long but I let it go. When I got the tracker, car was driving on streets miles away from mine. Again, I live on the same street as the cafe so there’s no reason for driving on off streets. So I guess that they do several deliveries at a time? However this is really unprofessional when a customer is ordering perishable goods. It’s a SMOOTHIE. It will melt if you’re driving it around town after picking it up! Then it still was delivered to me a half hour after established. My smoothie was a foamy juice by the time it got to me. I have juice in my home, I don’t need to pay 20 dollars to have juice delivered to me. And my quesadilla was cold as anticipated. PLEASE only do one delivery at a time when delivering perishable goods.",Angelhazeeee,
502,"Worst customer service, various system bugs, seriously?",False,2020-09-19 01:31:31,1,"The most incompetent customer service that I have ever encountered. The app has a promotion for Chase Freedom users to buy Dash Pass. However, after adding my card, the app does not let me purchase the pass. I can still use the card to make orders in the app without the pass.

I contacted customer service 5 times. The first four agents each took a long time to understand the issue and asked me a few dummy questions (like have you entered your card info correctly even I had told them the card works for regular order). After their dummy questions, they told me that they could not do anything and I had to wait for 24 hours before they can escalate the problem to their managers. So I waited for a day and called back and guess what I got? The agent literally yelled at me that it has been only 22.5 hours! He also wouldn’t let me talk and yelled at me “you are not listening to me!” Just shocking. 

Furthermore, the app is full of other bugs when logging in Google Account. Often times it does not let you log in when using your Google Account or quit unexpectedly. When I told the issue to their customer service and all I got is “we currently do not see any issues”, lol!!!",HorribleDoorDashCS,
503,Horrible customer service,False,2020-07-25 22:19:36,1,I have had nothing but issues with this company. From drivers not following delivery instructions to food being forgotten. When I say there are items missing from my order they don’t even give me the full value of the items! 18 dollars worth of items missing(before service fee and tax) and they offered me 12 dollars. Why would I pay for something that wasn’t delivered. Drivers taking out stops to their homes or other locations and being idle at that location for 20+ minutes until I call them asking if everything is okay because my food is taking 30 minutes to be delivered from somewhere not even 10 minutes away. Then they tell me “they had to go number 2.” So you wait until you get my food to do that?! With everything going on that is just so much more of a risk. You know know if they are tampering with your food during that time. Absolutely absurd. I call door dash to talk about issues that I am having and for an hour I get bounced around being thrown back in the queue and having to start over because either someone does not want to deal with the issue or they don’t know what to do. I literally pay for the dash pass and everything. Nothing but problems.,Kevin2b22,
504,Terrible service,False,2020-01-31 00:58:11,1,"I used DoorDash sever days a week.  It was very convenient.  Unfortunately, my last couple orders were completely wrong.  My last order from Islands was literally meat on a vegetarian order, wrong side, and item left out.  The Dasher decided to make other deliveries along the way so my ice cream Sunday completely melted.  The restaurant manager was helpful and said contact DD and that he would help with anything they needed to refund entire purchase.  I contacted customer service through the app but they don’t respond back.  After three tries they finally did but sent it to my old email I can’t access.  There has been no way to get a response since, even after several tries to get contact via phone or current email.  Worst customer service and delivery I have ever experienced.  Never received any refund.  Tipping is required first so I tipped someone to show up late to deliver food I couldn’t eat.  Only using DD tonight because this restaurant isn’t available on others.  Swore off using the app and now use Post Mates.  I have referred my friends to PM because they also experienced service getting worse through DD as time goes on.  I once recommended DD and now highly recommend looking elsewhere for deliveries.  Best of luck.",sprtbkgrl,
505,Awful,False,2019-11-30 00:33:14,4,"Today i decided to try the app for the first time. I ordered a 18 wings combo with 3 different sauces on the side so wings don’t get wet for too long. They sent plain wings. I don’t know who was at fault here if the restaurant or the app, but it is unacceptable. I mean, if they have to option listed, they should make sure it works. I asked for assistance and they offered only a partial refund for the wings only and they were not willing to refund the doordash fee. Honestly, refunding the fee and the wings should’ve been the best way to go. But since they weren’t willing to do so, i asked for a full refund and to speak to the manager. Will update score depending on how they handle the situation. Chances are i will never use it again. Just awful.

Update:
After two phone calls, i got a refund. I would give a better rating if it wasn’t that I still found myself with not so tasty plain wings. It turned out it was restaurant fault. The sauces show in their receipt and no one checked the order. There is a checkbox for the name of a person responsible for checking the order, which is empty.",pableinz,
506,Worthless app,False,2019-09-02 07:42:41,1,I had cancelled an order literally 1 minute after it went through for having the wrong address right? And i thought oh it cancelled and I’ll be refunded my money anyways i go and order from somewhere else and i decide to look at my bank statement it seems to show that they took the original 30$ for my cancelled fee and the other 30$ from my reorder from somewhere else so i contacted them and yeah they were attentive the first time and even asked if i wanted it in credit form or deposit in my account and i thought it was done quick and easy then 2 weeks role by and i remembered that i wasn’t told anything after supposedly being able to get the “problem resolved” i immediately contacted them then told right away due to some detail and them preparing the food note it’s been 2 weeks they said they couldn’t refund my money like what the actual f? Why say you can then say you can’t i wouldn’t have cared if it was 10$ but 30$ common? People work hard for their money the least you can do is have some good customer service and admit your mistake will be uninstalling and using Uber eats or whatever else is Available if you want your money taken from you after canceling or a mistake then go for this app,Minecraftboya,
507,An Absolute Scam!,False,2019-08-05 01:19:25,1,"I understand that this app’s quality will vary based on location, but in my location it is absolute garbage. I have used it for a while and most of the orders take an hour or more to arrive (though I live in a very populated area) and about ten minutes before they say it should arrive, I get a push notification that they cancelled my order. On some of the orders, I have had to call in just to make sure that I get my money back and not sent to the app as credit! They offer no reason. They offer no apology credit. There is no excuse for pretending your service offers things it can’t uphold. If the service does not work in an area, it shouldn’t be offered. Waiting ten minutes before arrival to inform the customer that there family’s plans for dinner that evening are out the window is unacceptable. And there is no contact information on the Doordash website if you have an issue. I have never spoken with anyone at the actual company (other than noisy out-of-country call centers) no matter how bad the issue was. The customer service is awful. Dismissive and rude. They did nothing about these multiple issues and merely said that the technicians were working on resolving those issues. It’s a waste of time and money!",DLXSteve,
508,No background checks?,False,2019-05-05 15:57:38,4,"I really love the idea of the app and that it offers exclusive restaurants, and I’ve had some really great deliverers. However, there has been several times where the food has arrived anywhere from 15-40 minutes later than expected. There’s also been multiple instances where I’ve tried to communicate the driver to my location (the address hasn’t been an issue to uber eats, so I’m not sure if there’s a GPS issue) and they cannot find me/ I have to walk all over campus to track them down. Every time this has happened, it has been because of a language barrier. It’s truly a shame because I love the idea of the app and the jobs that it gives, but without proper communication between the deliverer and recipient, it can be very frustrating to try and get your food delivered. I wish that there was a way to ensure that the deliverers could communicate with the customers as this has been a recurring issue. (Don’t get me wrong, these drivers are very hard working and I appreciate their service, but this has been a recurring issue).",shooketh37,
509,Great App but...,False,2019-02-02 02:31:30,5,"It’s a great app, I have ordered 3 times so far and good along with delivery has been amazing, I just wish that I could explain my reasoning behind my review for the delivery service, because it is not the driver who was at fault it was door dash themselves, they said the wait was an hour. But when it came time for my food to be here it refreshed and told me another hour +. The driver apologized and I understood that the roads were covered in snow, and that he was busy, but I couldn’t leave a review on the app itself. So that’s why I am writing this one, they up the delivery charge because of roads or because of busy times, ok but they should also notify you that times may be a lot longer due to traffic and road conditions. I show my appreciation for the driver through my tip. The first 2 time I used the app service was great and I will continue to use door dash. I just hope they understand that they are responsible not the driver. The dude had 7 orders that he was trying to fulfill all while driving on crappy roads.",steve-o986,
510,My tremendous experience with door dash!,False,2018-11-02 05:01:38,5,"“Maybe I should try DoorDash” was the thought that came to my mind.... and try DoorDash is exactly what I did and was not disappointed in the slightest. Contrary to popular belief that competitors services (GrubHub UberEats...etc.) are better I was willing to delve into uncharted food delivery territory and get my feet wet in what DoorDash may offer me. This cordial token of $7.00 off of my first purchase was definitely one of the determining favors into me choosing DoorDash as a new food delivery option. After some hassle regarding creating my account,( not blaming that on you guys I get that happens sometimes, no biggie!) I logged on for the first time and the copious amount of food options blew my 17 year old mind. All of my favorite restaurants were on there! (To include a few... BWW, Blaze Pizza,Wendy’s and Taco Bell). Furthermore, I would recommend door dash to anyone who’s jaded over their current “phone delivery app” vehicle and wants to experience a new service that most likely has more variety than their current service.",LaxGamer ZL1,
511,Plan hours ahead for meals,False,2018-11-13 00:14:32,3,"My first few experiences with DoorDash were good and I liked that they had more choices for restaurants than UberEats. But the past few weeks, all of my orders have taken forever...2-3 hours from when the order was confirmed. They allow their drivers to accept multiple other deliveries, even after food has been picked up, and state that the driver is completing another order “on the way” to you. The map shows the location and I’m confused as to how the complete other side of the city is “on the way” from a restaurant 2 miles from my house. Customer service has no regard for how disgusting it is to get cold food that’s been sitting in a driver’s car for over an hour while they rack up on other deliveries, and it’s super frustrating to wait for hours for an order, essentially putting your whole evening on hold. Even more frustrating if the food is inedible. Plus, it’s annoying to have to choose your tip for the driver before you ever even interact with them. I wanted this app to be a great experience and to be something I would use often, but I’m getting ready to throw in the towel on it.",questcequecest,
512,Consistently poor service and seemingly no attempt to resolve,False,2018-01-08 01:53:13,5,"We have been using Door Dash in our area rather consistently, and more often than not an order is messed up or there is a miscommunication between the merchant and DoorDash. Mistakes happen, and we understand the circumstances behind that. However, we will consistently get drivers that show a lack of effort or care in handling the food or customer. We’ve received food that seemed to have been opened before it reached our door. We’ve also had drivers that will say, quite literally, NOTHING when at the door and simply hand the food and speed off before a question can be asked. We’ve also failed to receive receipts on several occasions and had to reach out to the merchant directly to receive it. 

I understand it is impossible to perfectly monitor all drivers and ensure perfect service, but the fact that we have attempted to voice our concerns and still receive the same poor service is why I am rating it the way I am.",Euhhgjvftdd,
513,Last straw,False,2018-10-26 22:35:54,1,"I’ve used Door Dash at least a dozen times. Many times the delivery was 90 minutes or more late. Once it never came, because even though the order arrived well before closing, the restaurant didn’t make the order and then they closed. Door Dash didn’t notify me that my delivery wasn’t coming so I kept waiting and couldn’t reach anyone. The status never showed anything changed. Many times there were items missing, which is the most common problem. Today, a main item was missing, and instead of taking a refund, I asked for the item to be delivered. I waited over an hour and then watched the delivery in real time online as the driver went to another neighborhood and stayed at one location for an hour. She eventually started moving and delivered the cold, soggy item to me. When I asked her about it, she said the address was wrong. I said she must’ve really liked the address it sent her to since she hung out there for so long. I didn’t take the item and am asking for a refund. After 3 hours of waiting, a really good tip, and a  premium fee for high traffic time, I have 3 cold side items and no main meal to serve. Ridiculous. Oh, and you cannot reach anyone at this company! I had to send an email and await a response. Awesome.",NPWhatWhat,
514,Terrible customer service and reliability,False,2018-01-15 04:20:59,1,"I ordered over an hour ago and can’t find the order anywhere but my email and no way to know it’s coming. This has happened multiple times and is absolutely unacceptable. I will never use this service again and will review as negatively in as many places possible due to the horrible service and the fact that in order to lodge a complaint I have to go outside your app and fill out multiple forms on my browser to even get to the point of explaining how awful the service is.  Honestly I consider this to be an unethical and incompetent company at best and a malicious and dishonest company at best.

This was my most recent comment to the door dash customer service line which is incredibly difficult to find due to their intentional desire to hide it. I’ve waited for 30 minutes in the phone before just to find out the delivery isn’t coming and get refunded exactly the amount I purchased in door dash credit which I then have attempted to use for a new delivery weeks later and still not been able to receive my delivery order. This company,the app, and especially the customer service is absolute trash and I highly recommend anyone looking for a food delivery service to look elsewhere",mnwuatt,
515,Good customer service after a poor delivery,False,2021-02-12 03:21:43,5,"I’ve loved DoorDash throughout this pandemic. My Door Dashers have been on time and the food handled with care. For the first time the other day, I experienced a poor delivery. Either the door dasher did not handle the package properly or it wasn’t packaged properly at the restaurant, but either way, the food arrived some of it out of its containers and the sealed paper bag from the restaurant was soaked through the bottom and falling apart. The safety seal on the plastic packaging of the food was broken as well. I got on the Door Dash support chat on the mobile app and after about 7 minutes I was fully credited on the app and could re-order my food. Although not getting my food as planned originally was not ideal, the speed of getting refunded and being able to use that credit to order again on the app was perfect. I had a new order delivered about 45 minutes after the first order. Good customer service on this order.",Denvird20130102,
516,Not epic,False,2022-06-02 00:33:36,2,"When things go smoothly, DoorDash is incredibly convenient. However, it seems like 9 times out of 10 I’ll end up getting an order that has several wrong/missing items. I know that that’s mainly the fault of the places I’m ordering from… but, as a person who used to work as a driver for DoorDash, I know that they don’t really have many intuitive systems to help keep those situations from happening. They just give you a little tip that says “Don’t forget to check and see if all food items are included!” but, since Covid started and people can’t seem to keep their grubby little mitts off other peoples’ food, the bags are usually sealed so the driver can’t check the food to make sure it’s right.

The help system is quick to respond whenever you file a complaint but, usually, they just give you a couple of dollars of DoorDash credit as compensation. Like, wow, thanks, I can use this credit to order another meal that’ll probably have half of the stuff missing. 

Someone really needs to figure out a way to make drivers check and see if all the items are in the order BEFORE leaving the restaurant.",BrandinoReviewo,
517,Definitely not a 5 star app.,False,2021-10-08 00:32:52,2,"Glitchy & unreliable. A night where my order is right, shows up correctly on the app & also shows up at my doorstep? Many many times my order NEVER EVEN CAME. It’ll say a driver is on the way & it will show them sitting in the same location for hours. Also, you can NOT cancel because (doordash is stingy with money) you have to wait for HOURS until the app “gives up” on waiting & THEN you’re allowed to receive a full refund. If you cancel “early” you barely get anything back. I’ve missed so many meals waiting for hours because of this app it’s so rare anything ever goes smooth… One time I called the restaurant & doordash was telling me my food was on the way for two hours & the restaurant said my order was cancelled way beforehand & doordash never even told me & kept saying my order was on the way. Also, it won’t show all of the food options on the app where as other food apps do. You’re not allowed to leave comments/notes on a lot of restaurants either. I don’t know much about the other apps but Grubhub is always on time, accurate, my order is correct & my food shows up.",mmueller2,
518,Need better service,False,2021-04-01 21:44:36,3,"I order from doordash at least 3 times a day because i don’t usually cook at home. I got to say in the morning it’s not bad they usually find me a delivery driver within like 20 minutes. But any time maybe after 5 or 6 is horrible unless you get lucky or live in a good area. I stay in salem area va and you guys take a hour sometimes even more just to fine me a delivery driver. I can make it to the restaurant i ordered from myself, pick it up and eat it all before you even find me a driver. It’s come to a point where i had to cancel my delivery driver just so i can go pick up my own food when i could’ve done that from jump. I spend up to 30-70 dollars daily more then once to get food and they offer me 10 dollars or less if i were to cancel my order. Not to mention when you order your food and they don’t have delivery drivers, the restaurant still prepares your food the moment you order it which leads it to get cold by the time it arrives and also leads to refunds. If they just hired more drivers around my area this app would be amazing.",jaybby1,
519,Doordash is unprofessional .,False,2020-11-01 02:18:10,1,"Doordash is very unprofessional it’s self , let alone the drivers that they have deliver the food for you . Back in September doordash took out $10 for a dash pass that i do not have because there was an error in there system . Yesterday the same thing happened and they are telling me I can’t get my money back because they don’t see the transaction on their end when it’s clear on my end.  I’m not so mad about the $10 i can make it back . It’s the fact that this is not the first time this has happened nor is it the first time they are telling me I can’t get my money back . Once before but with a different situation my food was incorrect and I reported it . They were un able to give me the money back I spent on the item because of how much I report . Well excuse me for always having to report things, maybe if my food came correct or i didn’t have to go through the money and transaction problems with you guys then I wouldn’t have to report as much . I have tried to compromise with doordash many times, i even dealt with racist dashers and yet I still have problems with this app . If i could give 0 stars I would . Doordash is completely unprofessional .",Liyah🤩♥️,
520,Wished a few things were different,False,2020-07-07 01:50:31,5,"Love this app especially when you aren’t wanting to leave the house to pick up food. However, somethings should be different. I have had GREAT delivery drivers I wished I could tip more and have had absolutely terrible drivers that were completely rude that I wished I could take their tip away. Like other delivery services (Shipt), I wish the tip was at the end and able to leave a written comment reviews if you’d like to. 

In addition to this, I wish there was an option (similar to Uber) where you can opt out of your driver stopping to pick up another order on the way to deliver yours. While it helps the driver, if you’re waiting on a hot meal, or even just a quick meal, sometimes I’d rather pay more to have it come straight to me or get a discount if I’m okay with them stopping. 

Overall, I’m not going to quit using it due to the issues but would definitely like and rate it better if those two things changed.",mhirtle890,
521,Horrible,False,2019-06-01 19:18:05,5,I wish there was a negative stars. I ordered food they told me about 45 mins it took 1 hour and half. I then spoke to He dasher “Yassier” and doom as he picked up he asked me what’s the problem? I then told him nothing working I just want to make sure you get all the items right. And he hung up on me. I then proceeded to wait for him. I got frustrated and contacted doordash help and they told me to just please wait for him and he close. They asked me do I want to cancel I said No I want to cancel if my food is cold. I had friend food. Like is this a joke. The help desk didn’t respond. Once the food finally came I told her and said it cold I don’t want it tell your dasher to come get it but I want a refund. The help desk told me they can only give some of it because it got delivered? Like wait what?  And then she ended my chat without any indication that I was done. It was so rude . The customer service on this app is horrible. Please people go spend your money on Caviar. They will never disrespect you or steal your money. Door dash go to hell -,++Maryelle++,
522,Not user friendly and terrible problem solving,False,2020-05-16 21:01:01,1,"It seemed nice to do this but it was not exactly user friendly. Once we figured how to save and make an order we found out the restaurant was closed (even though it said 8-5) - it should prompt btw
So we made another order for another restaurant and despite entering the address to start the account once we pressed save, enter go it charged the card and then said it was delivering to the other restaurant. When we tried to edit all it allowed was comments. You need at least one or two prompts to confirm delivery address
So we call the restaurant and give our address only to find an angry man at my door with a mask on asking me to fix the problem bc he cannot clear the address either unless he goes there. Cell phones are the worst for passing germs btw. I was standing at my door holding hot drinks that burned my hand telling him I tried to change it but it wouldn’t. He kept giving me his phone and getting angry and telling me to fix it! So then he called the number and wanted me to talk while I stand outside with my meal getting cold and hot drinks leaking on me burning me. DoorDash has higher than expected wait time and was useless. He took the dirty phone and cursed to his car. That was knarly guys",dbakxifuema,
523,It used to be good,False,2020-04-15 01:37:51,2,"So for starters, I’ll be writing this based on my experience alone. I first started using DD about 2 years ago and the service at the tile was great. I wouldn’t the use the app that often, but whenever I did it was usually just a straight forward process being that I would place the order, the driver would pick it up and it’d be at my place within 30-40 mins depending on how far it was and all. 

Now though I’ve come back to use the app and this has been an issue ever since, so roughly 8 months. Whenever I place an order now the driver will stack orders in an attempt to make a decent wage. This has been backed by a person I know who says that 1 order at a time just simply isn’t worth or enough for the drivers so they stack their orders in order to compensate. Wherever the flaw lies is none of my concern, if I’m paying a good amount of money, plus tip, I expect that the order be here within a decent amount of time so that the meal is still enjoyable, not some cold food that I have to heat up after I get the delivery. 

Again the app used to be great, but I guess after the app started picking up more and more customers unfortunately the quality decreased",DJustin11,
524,Never again!,False,2020-01-21 03:50:36,1,"I would say none if I had it my way. This is the last straw with them. Used to order from the app but they always got the order wrong. This time I thought I could order from cousins because then they have doordash pick it up. Well needless to say food never got delivered even though when I could track my order it said it did. I accidentally put my wrong phone number but correct address. So I called cousins and informed them - they said they had no way to contact the driver. However that was incorrect. The ""manager"" of cousins called back and said the driver came back to the store and he gave her the updated phone number. She gave him her number to give to me but when I called it said it was no longer in service. This is a nightmare! Apparently the driver said she thought it was a scam? At least that is what the cousins guy said. How the heck is it a scam when I called the store back and said I gave the wrong phone number! I guess you can't deliver to a correct address if the phone number is wrong. I can't even anymore. I hope this goes out to someone and takes notice of this warning. Do not order from doordash, even if you place the order from the actual restaurant and they use them as a delivery!!!",wishing88,
